,Tweet,label
1872,fix the online teaching system at the basic education level out of basic teaching guides plus instruments that are ready to teach the house out and arrange plus please let nadiem invite student audiences,1
1873,picture quality national students pay full tuition fees online teaching process at home god's wise attitude national education day,1
1874,"try an effective online lecture formula, self-teaching students, the material is shared in a virtual face-to-face format only for evaluation",1
1875,very sorry the teacher stutters to teach online,-1
1876,think about free quota u teacher students u teach online school orders leave at home only teach online uh buying quota is good you are not good me,1
1877,"news UNIKA UNIKA is ready to access a home practice lab for online teaching, Unika Soegijapranata pays attention to the quality of teaching and learning for students",1
1878,"Amen, seriously, please, I'm not strong enough to teach online anymore",-1
1879,"Tiser news from the Ministry of Education and Culture is that long online teaching is entering the new normal, I really miss going to college. If Tiser misses it, doesn't it teach offline to meet friends",1
1880,let's join home schooling home learning tara school package a sd b smp c sma ipa ips bimbel success ptn online distance teaching online us unbk independent english foreign language course,1
1881,"amien alhumma amien, hopefully sustenance will add to buying online teaching quota for autistic sister's medicine, amien",1
1882,"covid doesn't teach home, just blusukan mmc crew month teaches home online lectures new minister educates culture out, don't forget to share widely, okay?",1
1883,"Because I moved in March, I told you to teach online in April, I'm in the village, so I know a few weeks in the boarding house, I know some of the people who are very close, my classmate, the boarding house, so I like to play until I stay in the room. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .",1
1884,"Wisely transfers, active teaching via online, out of March, Uny students receive GB, the distribution package is uneven, the basic food packages are free from Kanuktuny",1
1885,"muhammadiyah, friends, IPM cadres, don't go through the online review of Ramadan, the Muhammadiyah website, the chairman of DPPIMM, PPIPM, discusses independence, teaches independent campuses, looks at IPM, Muhammad",1
1886,"At least if you increase the price, it's okay, but don't worry about the online teaching season, don't know how to make money, really good",1
1887,"Congratulations on being the champion of online religious pop star r channel West Java kudilmlbog zhrmld ayeshaazzhr success ahead, keep teaching and developing singing talent",1
1888,"It's my turn to go to online lectures, I want to teach for a while, those who open Spotify, listen to podcasts, etc., please",1
1889,"friends, work, teach, home shopping, online safe, internet, guarantees the state of the nation's bssn factions fpksdprri solemn pksawasikabinet pksat home",1
1890,"Guys, don't you feel the environment doesn't support online teaching",-1
1891,"afternoon, mas, representative of the material, friends, online teaching session, the topic of the perception of human rights, vulnerable groups, complete video, close to Indonesia, elderlycare",1
1892,launch online teaching application information system teaching teacher Sigum governor Edy Rahmayadi remembers the teaching process of the younger generation teaching institutions advanced adaptation of global technology,1
1893,"teaching online is privately responsible for paying her-register credits not like where many students are experiencing economic difficulties due to the pandemic, helping study applications using email, whatsapp zoom",1
1894,"education levels are off, preventing the spread of the covid virus, students i students throughout Indonesia, expectations of teaching, online lecture houses, reality, stalkers, doi, buzzing, drama, etc. Ealah podo ae v",-1
1895,online teaching buleleng meet cause list problems kendala,-1
1896,"it's easy to use the cellphone, teaching online, looking for useful content for mabar, tiktokan, like enthusiasm",1
1897,"anti-virus UN billion children the impact of wise quarantine online teaching the influence of emotional psychology, mild worry in the long term, wrong progress",1
1898,"earn a living halal, risk dying, exposure to corona, jihad, children, protect online teaching, don't be victims, support newnormal who are afraid, please stay home",1
1899,"schools list the gsuite for educations program, less burden on online teaching infrastructure",-1
1900,teach online wisely y,1
1901,"hello friend, economist, you can endure fatigue, teach me you can endure stupid suffering, this time the online system is in the spirit of staying safe, the media department of the Ananta Warna cabinet",-1
1902,essay congratulations on national education teaching online lame support,1
1903,"easy online teaching method, the kbm process when the command calls for active home teaching is not effective, student teachers are not ready for online teaching methods",1
1904,"home because of online lectures, the family feels the air is on vacation, it's hard to focus on teaching unpad newnormal",-1
1905,"so active in the WFH phase, teaching time management, the name of the freelance workshop online is like that, changing events via online magerwithdcode",1
1906,lazy to teach online sorry ngntk,-1
1907,"Tomorrow is the semester's birthday, really want to teach the online system",1
1908,"sis daniel mamberamo, my assignment also can't teach the online system, mamteng kobakma su g but with a limited speed you can chat wa but because students have android phones they can count fingers so school really stops activities",-1
1909,"long story remember human relationships, take care of people, let's teach the basic elements of story structure, online classes, wait for storytelling, register",1
1910,"It's difficult for students to teach online in December, it's difficult for students to participate in teaching parents, hoping that the target of classical tutoring is difficult",-1
1911,Jentera isro's student for the nature of learning from home Jentera is happy that the online distance teaching process is good because of the student's teaching work,1
1912,"stay healthy, teach yourself online media",1
1913,assalamualaikum warahmatullahi wabarakaatuh help fill in the data on teaching values ​​online teaching motivation thank you free fill in the data,1
1914,"market children are proud to teach, it's really fun, different moves, for sure, if the school likes to hold competitions outside of school, it's the point of teaching business as well as online business, Akuma, a mental market child, is resilient.",1
1915,"Indian student kills due to online teaching, international show, adadikompas",-1
1916,"college coworkers aren't effective, kiliihnyi gik fictitious, yo, I'll join, cok, mbasio, not online.",-1
1917,"Yes, sorry, my cellphone is really potato, chat wa doesn't enter the vote on the laptop, thank God I teach online apk, the material that goes to my cellphone is SAP",1
1918,"I doubt that the picture for missing is where persuasive online teaching is less than optimal. Picture of the package after using zoom, the quota subsidy class is lacking",-1
1919,"Yes, online college people understand teaching",1
1920,"singapore national gallery releases online art festival for children, small big dreamers, teaching and learning, art creation, effort, nature, community art, covid crisis",1
1921,teach online to make dumb oaths,-1
1922,"Indonesian students teach the country to stay calm, family gatherings, the constraints of online college conditions, young covid, adadikompas",1
1923,"choosing the wrong teaching table, the influence of the teaching process, the healthy effect, you know, consider buying a hematid children's desk, tips on saving online children's study table",-1
1924,"covid pandemic, teaching online home, gadget interaction, eye protection, healthy modern glasses, k-ion nano",1
1925,"let's join the online discussion of the national education framework for voice against covid, wise implementation of teaching the children's perspective, Wednesday, May Wib via Zoom",1
1926,"linkaja, online teaching application, understanding, work, linkaja, open channel, pay, subscribe, teaching content, teaching video, short quiz, understanding, bargaining material",-1
1927,"Fyi, I live in the suburbs of SBY, the village, if the distractions are the children who teach the house, the online tasks are a burden for the parents",-1
1928,"If you take private lessons online, it's really difficult, bro, but if you really want to teach the Koran, I'm blocking the sinful ones, hehehe, think about it, if you know how old you are.",-1
1929,"I miss being able to teach online, I don't sleep at all, don't you like the one who sticks out wkwkwk",-1
1930,"Maria prays for a healthy spirit to teach children, Mas Minister, I hope you find a solution for the month of PJJ students in Mount NTT looking for online teaching signals",1
1931,"I'm sad, I don't want Covid to be that bad, but pls don't go online, it's cheating",-1
1932,stud ktnya kbm program postponed until december ppdb high school also postponed but july only high school but july but teaching online,-1
1933,online classes to teach children to care for their parents' religious family culture character,1
1934,"wow it's just stupid, but if it's true, it's hard to use statistics for teaching Matkul online akshshdhdjdl",1
1935,"teach me to really spend the game playing quota first and then when the quota runs out, you'll be able to send an online assignment, you win",1
1936,It's important to discuss schools not to open quickly the unpreparedness of aspects according to the online teaching and learning curriculum,1
1937,"cool, just found out Sweden is the king of wow before using scrubs as medical personnel, daughter Sofia teaches an intensive online program covid covid corona saturday lay down",1
1938,make ajee the influence of online teaching methods low grade students sdn stealth social behavior of PGSD students,-1
1939,online the spirit of teaching distance stayathome work from home,1
1940,online teaching children online are completely wrong teaching children teaching desks hematid tips on saving children's online learning desks,-1
1941,dpr orders to guarantee internet access for local students to actively participate in online teaching,1
1942,"ieu teach online geus must understand that we will die, only ieu test account is confused, ge test is still online",-1
1943,"okay, ready to go, otw download the online teaching application through FK UNAIR",1
1944,"wide, complicated face, don't choose wrong, fast, original route, you can teach online, if you meet face-to-face, you can't lose",1
1945,"teach russian because the online class has stopped until tomorrow, because the test is over",-1
1946,"who have taken it to college, the different teaching atmosphere is destroyed because online is too lazy to do homework",-1
1947,"online lectures, teach sleep, fill in absenteeism, flyovers, limit assignments, collect materials, enter your brain, after playing the new normal, apply orders, so what are you doing face-to-face?",1
1948,"Take a formal online vacation test, suddenly ask for an exam, the rules don't look at the internet, google it, what kind of answer is it using your mind's eye, sorry if you don't know what the answer is, why is this brain avalanche",-1
1949,"The house is bored, you keep washing your eyes, it's just not going to teach online",-1
1950,"covid outbreak, students teach online, assume that students are easy to migrate to the digital world, july fraillon, using data naps, ictl, icils, myths, facts, australia, digital literacy, students",1
1951,"If fasting doesn't teach via online, Flis pen fasting will benefit from sleep",1
1952,real thursday school schedule online teaching week men born wars zero off tomorrow's alarm,-1
1953,"free internet, lots of BTS in remote areas, students who teach online make it difficult to come up with suggestions",1
1954,please touch on the online teaching of the plenary endowment fund,1
1955,"I'm the type of person who teaches, my class is the person who keeps the teacher explaining until I really understand what he's doing, he's always asking the teacher, aka when I'm online, I'm really dead",-1
1956,"because of corona, you can't go to school, because there are many people who don't go to school, don't teach you, you're stupid, please teach online",-1
1957,"Good evening, Sis, there is an online portal for teaching Indonesian language, the level of attraction in Indonesian, write the standard variety, it's difficult",1
1958,"watch online beside me, my tutor is good, good, good, good, good, very good, really good",1
1959,"The Governor of DIY Sri Sultan Hamengku Buwono X broke up and educated like a home online teaching and learning process, of course, Monday, Tuesday, against Covid",-1
1960,"the impact of covid, activities, home, school, home, work, home, father, online pbm, home, children, not teaching, home, playing online games, at home together",-1
1961,"like the pln high-ranking officers who took it off in the digital era, like using old-fashioned, just teach work, you can just use it online, pln use it, don't think about the consequences.",1
1962,The Long East Java Provincial Government is active in teaching online Covid in the area of ​​​​real positive people,1
1963,"had a discussion with walas to continue to the principal about the solution for teaching and teaching during the corona pandemic online, but I felt the atmosphere of school from home tweetercurhatdong",1
1964,online teaching plus minus minus is that parents sometimes like to have the wrong group in gathering their children's assignments plus it's the children's teaching interaction with their parents is really the main student in the parent's house,-1
1965,"conditions due to covid, finding money is difficult, but still, school children still pay for private schools, schools can't learn online, buy quotas, pay for schools, it's wise, Minister of Education and Culture, private students, love wisely",1
1966,regular online program june ma had umar bin khattab yogyakarta open regular online arabic teaching program online select class ready class class,1
1967,"cultural friends show happy online at the farmer's house, see the schedule for the class, show off painting, discussion, cultural hack, seminar, rotate the estuary, takus temple, let's meet my culture youtube",1
1968,"since pjj, I feel the enthusiasm for teaching has gone down, I can't get a fun atmosphere for the semester online, so fix the low motivation",1
1969,"Indonesian students are ready to teach online, campus is free from responsibility, students also teach independently, credits for independent teaching are mandatory, but what is the name of the campus asww",1
1970,"I forgot to poke, thank God, online teaching hours, the results of the programmer are slowly and steadily",1
1971,"Father is very enthusiastic about teaching applications, teaching students via online simulations, I'm sure I was really embarrassed yesterday when I complained about online lectures that taught me to worry about preparing materials, etc.",-1
1972,Ministry of Education and Culture's online offline teaching module is ready for student modules,1
1973,"When you are serious about online lectures, teach quizzes, it's really late to wake up like this",1
1974,"know the effectiveness of online teaching is not the maximum benefit, children are absent in the morning via wa sleep wake up clock see wa work work sleep wake up watch see work work sleep break fast how",-1
1975,"Yes, the negative side is that the online test has good grades, the price of teaching and learning, rather than the selection of achievement report cards",1
1976,"the irony of teaching laughter, poor internet, wise teaching online at home via",1
1977,"busy online test, teach the speeding system at night, then in the morning, the Wkw test is really suitable, Samsung cellphone, mm processor, Exynoss runs smoothly, bet, test, guarantee your ipk, how is it, buddy, antilowbat m. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .",1
1978,"Don't be like the online teaching name, the teacher teaches you to give assignments. It's been a week since I taught the material, I gave assignments, then my parents went back and forth to monitor my sister, I haven't slept yet because of the piles of assignments.",-1
1979,hello sis kbm pandemic is not online offline kbm witness the tvri learning program from home download teaching materials borrow school teaching materials,1
1980,"After the issuance of the circular letter from the governor of Java, the attitude of developing illness and illness in Java Vocational High Schools applies an online system, the process of active teaching and learning, kbm",-1
1981,"in the midst of the covid pandemic, teaching from home online, interaction with gadgets, protecting healthy eyes with modern healthy glasses, k-ion nano petite cock gun, adult children have a wjh structure",1
1982,I told you to be ready to teach independently and online,1
1983,"I swear online teaching is smart, stupid lazy to read teaching material, lazy soul",-1
1984,"I'm willing if I'm tired, Zeniusan teaches the consul for online tutoring, guess what, if you don't open Google, then open Photomath, KBBI, Google Translate, etc. Not trying to underestimating online method cont",-1
1985,"My intention is to teach so that later if I go online, just join Bismillah, I hope you have the intention",1
1986,"get Unair students to face the online exam for stories ready for the pandemic online lecture, let's share the comments column for Unair Newnormal online learning uasonline",1
1987,"not experiencing a real difficult position, no parents who are ready to facilitate transition children, face-to-face teaching online, orders not to close your eyes",1
1988,"yes, students demand smooth teaching process, change quota yesterday when online now demand fairness, yesterday's teaching process is full of fairness",1
1989,"Why do you go to a corona-free area, why do you still teach online with internet accessibility problems",-1
1990,"bnpb doesn't care until sending sms in front of the lecturer, it's common for lecturers to teach online",-1
1991,"Tomorrow, I'm ready to teach online",1
1992,"Yesterday, online teaching at the Ramadhan Islamic Boarding School made me dizzy",-1
1993,"if it's online, honestly, it sucks, the one who taught the month lost to the jockey for utbk",-1
1994,gloomy online teaching covid outbreak wabah,-1
1995,"the framework of international museums holds online lectures for museums, museum science classes, experts on the theme of museum revitalization, challenging museums after the covid pandemic",1
1996,stealing quota threatens to free online teaching children,-1
1997,"It's sad that the new normal doesn't necessarily include active teaching processions, face-to-face teaching online, online",-1
1998,"boroboro thinking about something else, i'm so confused about teaching metlit online gin anjir",-1
1999,teach online or online dog do you say or it's hard to say online it's better to listen to it than teach online you teach motocross dogs online,1
2000,"Usu's voice, Medan, March, University of North Sumatra, USU, changes to active teaching, face-to-face teaching, online, in anticipation of the spread of the corona virus",1
2001,good news in the midst of the new normal covid pandemic conditions that students have to teach online online offline offline January low cost of candidate list and students but,-1
2002,"Afternoon, there is online teaching and learning online, it's not crispy, the bolen is crispy crispy outside, soft, melted inside, ready to variant, banana chocolate, banana chocolate, cheese already",1
2003,"I protest that I haven't read the material shared by the lecturer. Share the material. I'm tired of holding on to the lecturer. Don't explain, just share the ppt.",-1
2004,webilog lecturer forum nd batch of covid projections wise direction online teaching theme covid projection wise direction online teaching Tuesday May wita Makassar time to join zoom meeting,1
2005,maybe the parents go to school and feel that their children are bored teaching online,-1
2006,repost online learning ing ngarsa sung taladha ing madya mangun karsa tut wuri handayani middle example spirit strong power congratulations,1
2007,"online home teaching process online, duty person, keep safe, clean, school, principal, staff, teacher, duty",1
2008,parents hope green zone schools teach online,1
2009,I really want to teach psychology this semester to get psychology for girls and kids online hueee,1
2010,"if teaching online is comfortable asking for a re-admission video appears, if teaching directly asks, it's already chapter",1
2011,"smt, I'm happy to teach you tax law, employment law, business law, do you know online college",1
2012,"The beautiful student's complaint, the knot needs the community, not only for the Wi-Fi data voucher facility, the source of the online teaching network, the online system",1
2013,"teach online, look at google, teach immediately add to the memories of friends",1
2014,"teach mental health education online, the end of the end is mental disorders, please help mental health questions, don't play, don't play, don't understand, dx, you're done wrong, you're mentally ill too",-1
2015,active in teaching online systems except smartphone pc addict addict,1
2016,the dynamics of online teaching in the covid era,1
2017,"If I study online until October, it's fixed, I'm just boarding, but it's comfortable to teach",1
2018,"Wednesday, April, is active in teaching physics online, Sylvani Araini, different classes, times taking classes, entering the physics list, Rudy",1
2019,the online teaching system needs to be ready for remote nets,1
2020,spirit concept and online teaching,1
2021,I think the campus is ready for online lectures. Assume that the teaching students are prepared,1
2022,I'm free quota for my country bro,1
2023,"cm, hello friends, this survey is an analysis of motivation, teaching and learning online, just fill it out, thank you",1
2024,"Now in the semester, I have received a thesis proposal for a thesis title that has an impact on students' online lectures, pnd mic cv d, review the literature, explain online lectures, pnd mic cv d, pls don't cont",1
2025,"Yes, because it's really difficult for the Kulon to teach the online method, it's not just students who are difficult, to be honest, lecturers, teachers don't like those who choose not to teach online, it's difficult.",-1
2026,sick of online teaching,-1
2027,How does the Covid pandemic entrepreneur of the Ministry of Cooperatives and Culture teach the form of online training to register for registration ready with kumkm,1
2028,"I don't like teaching online, just stay and get the book memorized",-1
2029,"let's make the semester a first experience, let's teach online, hopefully it's more mature and more effective, wafiq",1
2030,duh piye yo lur know online teaching is not optimal but nek onok part semester yo moh anjir didn't pass weyyy,-1
2031,news Unika teach online corona virus fikomunika student facilities distance practicum faculty of computer science fikomunika soegijapranata online teaching innovation is intensive,1
2032,teach online talk teach the village of Tanjung Paku overwhelmed with internet access,1
2033,schoolchildren exemplary enthusiasm for teaching home online study from home may Allah bless easy megapolitan cere,1
2034,"It's good, min, check the free quota program for teachers, students who teach online, the quota for the IM operator is",1
2035,repost happy school cadres beware participatory online skpp officially launched provinces throughout Indonesia teach to add knowledge to Ramadan,1
2036,now live on youtube channel chatting casually playing the world of junior high school education igs balikpapan igppaud theme positive negative impact active teaching and learning online interaction,1
2037,"I can't imagine that if I go to college, I will do online lectures until next year, it's hard to teach, you idiot",-1
2038,teach via online junior high school deck ready to meet creative video content kreatif,1
2039,happy sad already comfortable teaching at home when teaching online school is less effective,1
2040,"the positive side of homework institutions, ordinary teaching software programs, online teaching, the wrong product of the unpad e-learning team, yes, live teaching, unpad",1
2041,"The principal circulates that after the Eid al-Fitr holiday, teaching online is good",1
2042,"teaching online, the class has written an effective report, the problem of meeting the deaf is reporting",1
2043,"online lecture week, ma'am, why is the child's task on Monday, uts teach it's hard to grgr, the assignment has not been finished, think about it",-1
2044,yes teach online net,1
2045,"I'm just really, really cool when I'm far away from teaching rawamangun haha, yeah, it's really confiscated, I don't know if it's made while working, it's not teaching, the part-line system is just right.",1
2046,"Friends of Education, National Education Framework, Ministry of Education and Culture, hold online quizzes, sapadrb, Indonesian Teaching House Ambassadors, let's register",1
2047,online teaching chemistry class x mathematics and science stoichiometry theme of course empirical formula for compounds substance levels teaching spirit healthy house keeping smapresident online learning online class at home against corona,1
2048,"If you really teach online, you can forget friends",1
2049,"pandemic, online teaching students do not have facilities that move, orders from state private universities to cut costs, no one has the skills to move",-1
2050,ocean education preparation class online free courses ready to teach classes for middle school math fis bio english high school materials math fis bio chemistry english ta level junior high school class online online classes,1
2051,disconnected to spread covid according to emergency alert status high school weekend for class xi mipa according to online teaching schedule students do not answer DM according to real teaching schedule tl,-1
2052,"Congratulations, school cadres, beware, participatory, online skpp, officially launched, provinces throughout Indonesia, teach to add knowledge to Ramadan, prospective milu,",1
2053,"Congratulations on teaching and online skpp for the district of Kalong, Sahabat Bawaslu, and with full conditions, join the stage, let's join the Bawaslu social media.",1
2054,"the chairman of the surabaya student council, online teaching is effective with changing teaching",1
2055,pandemic conditions such as gin active lectures online practicum outbreaks so that ipk must teach teach teach so that ipk must need credit for money signal wifi data packets,1
2056,"It's like I don't get the value of taking yesterday's online teaching results, I've never done my homework",1
2057,"can you go online, don't you want to teach together, smg",-1
2058,"Yes, teach internet searching heheh if you join the online class, give the date of the week",1
2059,"congratulations and your online skpp was able to take part in the online test. The spirit is happy teaching, yes and online skpp Bawaslu salamawas Bawasluskpp online cadre skpp participatory supervisor greetings",1
2060,"honestly, it's comfortable to teach what class you are in, if conditions are like giving assignments, just weigh it, teach online, want to use zoom, teach to think about your parents' internet quota being broken",1
2061,"care about online teaching students who need a cellphone quota, let's get together to help students teach online full day",1
2062,"I'm sorry sir, I don't know how to teach online",-1
2063,"newbies lay on the lecture system tbtb online lectures then don't read the comments before taking full credits, what do you mean by credit, I don't know about the teaching pattern of college students",1
2064,"drop out of students at the level of kindergarten, elementary, high school, online teaching and learning activities online",-1
2065,"It's sad to hear that the chirping brother is aware or the child orders online teaching to be closed, think the chirping is smart",-1
2066,"It's not safe to not sleep, it's safe, it's mountain assignments, students know the world of engineering, semesters need free online teaching c",-1
2067,"let's teach online language on Sunday, bring the theme of online language teaching class bd class on Sunday, it's free, tis tis easy list",1
2068,"get excited about homework because the class is good for discussion, etc. When the lecturer wfh uses the wa group chat platform, which sometimes makes you lazy or bored, you don't just want to be lazy to teach mathematicians who try to have face-to-face discussions online",-1
2069,"mas minister teaches online wisely, emergency chest, don't assume the positive impact of the online system is not effective, educate Indonesia, vocational education, don't talk about it",-1
2070,Happy Eid al-Fitr syawal h,1
2071,really teach legowo kkn online stupid online internship,-1
2072,"It's been a gap year, but it's not a long time to teach economics but I don't like eco, huaa, online, it hurts",-1
2073,"ndausah papua, my grandmother's village in east java, it's a difficult signal how can school children teach online",-1
2074,"As the covid pandemic rages on, you have to minimize direct physical contact, face-to-face home courses, total tough math, online advanced courses, teaching spirit",-1
2075,thieves benefit from empty school conditions students teachers online teaching activities last week,-1
2076,fun teaching online google classroom,1
2077,"FIA responds to the lottery virus tomorrow, which my UTS taught me, has postponed the online test",-1
2078,"w enjoy online teaching, the lecturer doesn't fight over sitting so you can see it, it's not tempting to talk, sleep, hapenan, if you sit back, you force it to focus, because the lecturer can ask, it's impossible to hide the one sitting behind you, haha. . . . . . . . . . . . . . . . . . . . . . . . . . . . . .",1
2079,"hello bro, how are you doing, odd semester is going smoothly, online teaching semester, hopefully you will get good grades according to your efforts",1
2080,"the result of online teaching at home is severe at night, the consul is angry, the angel is not angry, just stay still and be rude",-1
2081,"Barakallah, pandemic, children have to teach online. It's not easy for children from the less fortunate, I hope the pandemic is amen",1
2082,students teaching home or online teaching blusukan relevant virtual museums add to the treasures of hlkompasiana class teaching materials,1
2083,online college activities eliteg free access home teaching package im ooredoo active guide,1
2084,covid pandemic teaching online home gadget interaction eye protection healthy modern glasses k-ion nano petite suitable for adults,1
2085,"so why go to college if you get courses at home online, online, it's different, it's different from youtube, I swear that corona is stupid, my skills don't work anymore, I can't want to live a normal life, I'm",-1
2086,"Sorry, it's hard to study online, people at home want to make cookies-heavy food, after sitting on the laptop, the clock is already tired. At night, teaching weekends, working hard, working, pbl, testing, and complaining, you know",-1
2087,"Don't just take pictures, teach online tomorrow, don't think it's stupid to catch your crazy target material",1
2088,"out of circulation for online lectures until the semester, the motivation to teach is gone, like what's the point, tomorrow for UTs Matkul, it's hard to stop teaching, semi existential crisis wkwkwkwk",-1
2089,"I hope the Sundanese language is not like calling Jean, if a student is a challenge, then online teaching makes it relaxing",1
2090,"online teaching and learning, online materials, online tests, not paying attention to the path pace, personalized learning, the process of analyzing and educating media materials, up to the bomb platform, lg, develop content, optimize platforms, etc.",1
2091,Why is it so sad that teaching long online is bigger and happier,-1
2092,"I really don't go home, work from home, take care of market business, I have to go online because of the home teaching pandemic",1
2093,"selling knowledge online, teaching house demands community teachers upload online materials for free knowledge",1
2094,"the pandemic period drains the energy of parents accompanying children to play and teach at home, school, try to adapt online applications, free from playing allotments for a balance",1
2095,"Joining a cross-island community made me adapt the adaptation of teaching, meeting via online, teaching close to members via stalking, ig, teaching, narrow arrangement, meeting, really okay, teaching",1
2096,"it is difficult to measure the effectiveness of online teaching carefully. Center for Indonesian policy studies cips, Nadia Azzahra, says that the effectiveness of online tutoring is difficult to measure, CC Medcom",-1
2097,"Children who have strong eyes can't wait to watch a mobile computer screen, hours of the day, online teaching methods, don't you choose?",1
2098,happy teaching and online skpp Bawasluskpp online school cadre of participatory supervisors Bawaslu ri Bawaslujatim Bawaslutuban learn from home,1
2099,webinar online classes increase knowledge of meditation teaching skills,1
2100,"don't join because you won't open people online, just skip the pdf teaching style so you act smart because it's different",1
2101,"if it's already effective in middle school, won't you teach online?",1
2102,National Education System Bill regulates online teaching support infrastructure investment,1
2103,"dgr mas tri kmren who can go to school with a green zone attendance system with tc applied, teach via online, indeed, the child's parents are not comfortable attending the Medan city school, it's not possible in the red zone sub-district",-1
2104,"Bawaslu friends, let's teach at home. The online skpp menu for the fasting month with Bawaslu, Bawaslu, is just superior, Marhabanya Ramadhan",1
2105,"It's no longer a dichotomy, because the main thing is that online teaching methods are effective, face-to-face teaching sometimes isn't effective, depending on the teaching staff.",1
2106,"Complaining online is difficult, only complaining about the quota of assignment signals, compared to the struggle of teachers at home, students in lockdown conditions, the spirit of online teaching",-1
2107,"During the pandemic, online teaching requires a full package of non-teaching teachers via mobile phones. Students don't pay full tuition fees",1
2108,"I understand, but I'm really dizzy when they go to school, so the otaky shifts because of online teaching",-1
2109,"I miss teaching campus so much, real online courses are like pretending to teach haha",1
2110,"I used to go to campus early in the morning, beat my motorbike, told me to stay home, change online teaching methods, don't feel happy, rodo mumet toke",-1
2111,Pakistani students forced to climb the online teaching mountain you must know,-1
2112,"pandemic, friends, museums, teach online dance, Indonesian culture, wild house, let's watch YouTube, don't forget to like comment, subscribe",1
2113,"Calm down, can you be ready to accompany your brother to teach online?",1
2114,it's hard to signal online teaching and learning,-1
2115,"Sharpen Indri's limit creativity Faaza is confused according to the teaching method via online media, the child doesn't focus on teaching writing colors",1
2116,"bored online teaching limit, safe child teaching home false positive bljr home is teaching child family home while attending school",1
2117,"Wow, what do you mean by online re-teaching?",1
2118,"online lectures are not easy, teaching materials are difficult to digest due to ineffective teaching methods, boredom, lost enthusiasm for teaching offline lectures, enthusiasm for teaching can meet class atmosphere friends",-1
2119,rt reports area dpn superindo margahayu raya soetta quiet smoothly rarely like maybe online teaching effect work from home,-1
2120,"different teaching online googling independent science thinking different teaching online paying for bejibun googling signal quota capital, it's better to teach independently, just split platform like zenaka's living room",1
2121,"the function of students is not bored, wise, there is no online test that is definitely a burden on students",-1
2122,"try to follow up pren hotline, don't be disappointed, it's actually wise to revise when you start online teaching methods get rb eh, no rb revision wkwk",1
2123,"Don't tell children to teach online at home, facilities are not available, free cell phone quota, free internet net",-1
2124,"I swear I'm done online, there really isn't a vibe, really teach me, my house can't be like a wreck",1
2125,long aceh provincial government students teach home june teaching process both online and offline,-1
2126,teach pay for free online offline guide gathering available youtube catalog web form please for people,1
2127,"multiliteracy, multiodality, teaching covid, actively teaching schools, stops filling videos, teacher solutions, like online distance teaching, hopefully it will be useful",1
2128,"Seriously, the pandemic is making me bored, teaching online can't focus, just dizzy, just pessimistic, isn't it, oh my god, so much",-1
2129,difficult to excel in teaching English online,1
2130,"people teach differently, visually, listening online, it's hard to understand courses with good grades, but they don't keep up with the brain, haha",1
2131,"apply online teaching full of target curriculum, not the infrastructure area, active online online, in the community, write the comment column, okay?",1
2132,"joy and sorrow, teach online teaching, join youth reps, change, friends, obey friends, move friends, heaven, ayongaji, joy and sorrow, teach online teaching online at home, stay productive, united against covid",1
2133,"yes, I didn't see you, I miss you, when it's a covid pandemic, btw, if you ask me to choose, I like to teach school, I teach online, at home, I'm a smk",1
2134,"Yes, you teach online teacher assignments, no devices, no internet service",-1
2135,"out of the president's appeal to teach the house, complaining about teaching students online lectures, read in full",-1
2136,anywhere in Indonesia join the free online French try class ifi af teaches French try,1
2137,"well, wait for the official break up, which hopefully won't weigh the progress of the West Java covid, congratulations, students, teaching problems, the simple family online system, the burden of the smartphone, the cost of the quota",1
2138,"the university must cut the tuition fee for the semester, the online semester teaching agenda, the student i buys an internet package",-1
2139,friendbawaslu tomorrow may teach audio-visual school cadres watch out for participatory skpp online may be ready Sahabatbawaslu and online skpp teach milu Bawasluburaya experts,1
2140,crazy teaching online until uas huaa corona ros task let's go quickly don't,-1
2141,"if you go to online lectures, why not just use soft skills, it's pretty good if you teach how to make money during a pandemic, do you work halal, everyone's excited",1
2142,"Face-to-face is comfortable, just deliver the material until you get there, but what makes it so annoying is that it makes the online teaching process complicated",-1
2143,"the role of parents assisting children in online teaching and offline parenting matters for children to learn from independent homes, learning together with corona elshinta edisisore",-1
2144,"keep teaching online, it's risky if you teach face-to-face, happy generation, delay teaching face-to-face",1
2145,"The COVID-19 pandemic has hit the country, because there is a lot of activity, there is no impact on the forced teaching system for educational institutions to change online network work",-1
2146,"sfh with advanced technology can enjoy students who study here with a background of kbwahsy home visits students who are not actively participating in online teaching, covid uts does not participate in all homevisit folders amid a pandemic",1
2147,"different lecturers, different teaching applications, different, want i love online, i love corona, i love home, i love you",1
2148,light cellular operators from the impact of covid with light programs for customers with wfh teaching online lectures the customer burden is heavy,-1
2149,"Kindergarten Kindergarten Al Baitul Amin Jember creates innovations in teaching stories, images, anticipating boredom and teaching online pandemic",-1
2150,"Mas, the minister, like you, is having problems with online teaching. Jeneng is aware that private teachers need to be added during quarantine, because the foundation doesn't subsidize their quota. They open online classes because they're so busy looking to add students for assignments like my sister",1
2151,National Minister of Education and Culture I teach difficult online learning houses,-1
